,Coin,Window width in mins,buy_and_hold,hold_net_profit,strategy,strategy_net_profit,longs,sells,shorts,covers,total_trades
36,Ethereum,1110,465.69359923606964,465.69359923606964,282.45935771427713,282.45935771427713,106,105,0,0,211
37,Ethereum,1140,465.69359923606964,465.69359923606964,273.8107639112325,273.8107639112325,105,104,0,0,209
38,Ethereum,1170,465.69359923606964,465.69359923606964,280.9902952039501,280.9902952039501,102,101,0,0,203
39,Ethereum,1200,465.69359923606964,465.69359923606964,282.517615589911,282.517615589911,98,97,0,0,195
40,Ethereum,1230,465.69359923606964,465.69359923606964,305.93557018829443,305.9355701882945,95,94,0,0,189
41,Ethereum,1260,465.69359923606964,465.69359923606964,333.5880343721395,333.5880343721395,91,90,0,0,181
42,Ethereum,1290,465.69359923606964,465.69359923606964,392.5292382265832,392.52923822658323,86,85,0,0,171
43,Ethereum,1320,465.69359923606964,465.69359923606964,406.2500139470845,406.2500139470845,84,83,0,0,167
44,Ethereum,1350,465.69359923606964,465.69359923606964,442.83212884368845,442.83212884368845,82,81,0,0,163
45,Ethereum,1380,465.69359923606964,465.69359923606964,419.60036194936794,419.600361949368,82,81,0,0,163
46,Ethereum,1410,465.69359923606964,465.69359923606964,436.143795216164,436.143795216164,80,79,0,0,159
47,Ethereum,1440,465.69359923606964,465.69359923606964,402.3049525842418,402.3049525842418,77,76,0,0,153
48,Ethereum,1470,465.69359923606964,465.69359923606964,376.8229143889531,376.8229143889531,75,74,0,0,149
49,Ethereum,1500,465.69359923606964,465.69359923606964,413.53422332471064,413.53422332471064,72,71,0,0,143
50,Ethereum,1530,465.69359923606964,465.69359923606964,358.7834175490357,358.78341754903573,71,70,0,0,141
51,Ethereum,1560,465.69359923606964,465.69359923606964,375.0905860033082,375.09058600330826,70,69,0,0,139
52,Ethereum,1590,465.69359923606964,465.69359923606964,376.60446666784577,376.6044666678457,67,66,0,0,133
53,Ethereum,1620,465.69359923606964,465.69359923606964,387.54369107245424,387.54369107245424,66,65,0,0,131
54,Ethereum,1650,465.69359923606964,465.69359923606964,378.57026335490644,378.57026335490644,66,65,0,0,131
55,Ethereum,1680,465.69359923606964,465.69359923606964,335.4841781165473,335.4841781165473,65,64,0,0,129
56,Ethereum,1710,465.69359923606964,465.69359923606964,322.70797179913137,322.7079717991314,65,64,0,0,129
57,Ethereum,1740,465.69359923606964,465.69359923606964,336.4273603258787,336.4273603258787,64,63,0,0,127
58,Ethereum,1770,465.69359923606964,465.69359923606964,346.7459173534042,346.7459173534042,63,62,0,0,125
59,Ethereum,1800,465.69359923606964,465.69359923606964,391.51904993354174,391.51904993354174,61,60,0,0,121
60,Ethereum,1830,465.69359923606964,465.69359923606964,424.5893558172014,424.5893558172014,59,58,0,0,117
61,Ethereum,1860,465.69359923606964,465.69359923606964,424.25960835933347,424.25960835933347,57,56,0,0,113
62,Ethereum,1890,465.69359923606964,465.69359923606964,410.24069362737976,410.24069362737976,57,56,0,0,113
63,Ethereum,1920,465.69359923606964,465.69359923606964,401.9585513513987,401.9585513513987,57,56,0,0,113
64,Ethereum,1950,465.69359923606964,465.69359923606964,353.31501266292014,353.31501266292014,57,56,0,0,113
65,Ethereum,1980,465.69359923606964,465.69359923606964,331.7842773862111,331.7842773862111,57,56,0,0,113
66,Ethereum,2010,465.69359923606964,465.69359923606964,311.11260530133313,311.11260530133313,57,56,0,0,113
67,Ethereum,2040,465.69359923606964,465.69359923606964,340.1669265394555,340.1669265394555,55,54,0,0,109
68,Ethereum,2070,465.69359923606964,465.69359923606964,408.6013446605763,408.6013446605763,54,53,0,0,107
69,Ethereum,2100,465.69359923606964,465.69359923606964,354.37847066113693,354.37847066113693,55,54,0,0,109
70,Ethereum,2130,465.69359923606964,465.69359923606964,363.2165045290067,363.2165045290067,54,53,0,0,107
71,Ethereum,2160,465.69359923606964,465.69359923606964,382.91077821535515,382.91077821535515,53,52,0,0,105
72,Ethereum,2190,465.69359923606964,465.69359923606964,372.8938942213054,372.89389422130535,53,52,0,0,105
73,Ethereum,2220,465.69359923606964,465.69359923606964,384.3264358955115,384.3264358955115,52,51,0,0,103
74,Ethereum,2250,465.69359923606964,465.69359923606964,355.0780478008881,355.0780478008881,52,51,0,0,103
75,Ethereum,2280,465.69359923606964,465.69359923606964,350.5051267187189,350.5051267187189,52,51,0,0,103
76,Ethereum,2310,465.69359923606964,465.69359923606964,348.2239640195845,348.22396401958446,51,50,0,0,101
77,Ethereum,2340,465.69359923606964,465.69359923606964,367.40904835826365,367.40904835826365,50,49,0,0,99
78,Ethereum,2370,465.69359923606964,465.69359923606964,412.3288681495385,412.3288681495385,49,48,0,0,97
79,Ethereum,2400,465.69359923606964,465.69359923606964,412.3288681495385,412.3288681495385,49,48,0,0,97
80,Ethereum,2430,465.69359923606964,465.69359923606964,440.3555041328625,440.3555041328625,48,47,0,0,95
81,Ethereum,2460,465.69359923606964,465.69359923606964,542.3485514151243,542.3485514151243,45,44,0,0,89
82,Ethereum,2490,465.69359923606964,465.69359923606964,532.3090756344754,532.3090756344754,45,44,0,0,89
